TF pct ,,,0.9697,,,Run t distribution,result:,parameter 1,parameter 2,parameter 3
0.019288728,0.000559944,1.02E-04,1.91E+00,,,,,,,
-0.000295683,0.000534019,9.93E-05,-2.97E-02,,,,,,,
-0.003785862,0.000403126,9.67E-05,-3.85E-01,,,,,,,
0.010331928,0.000703969,9.70E-05,1.05E+00,,,,,,,
0.004407875,0.000816197,9.46E-05,4.55E-01,,,,,,,
0.000877706,0.000818061,9.18E-05,9.19E-02,,,,,,,
0.004384683,0.00092613,8.96E-05,4.65E-01,,,,,,,
-0.00145518,0.000853976,8.69E-05,-1.57E-01,,,,,,,
-0.016030312,0.000342382,9.21E-05,-1.67E+00,,,,,,,
0.004739336,0.00047561,9.00E-05,5.00E-01,,,,,,,
0.012087264,0.000827443,9.17E-05,1.27E+00,,,,,,,
0.002039033,0.000864154,8.90E-05,2.17E-01,,,,,,,
-0.00622093,0.000649476,8.75E-05,-6.67E-01,,,,,,,
0.000117007,0.000633342,8.49E-05,1.27E-02,,,,,,,
-0.003217315,0.000516667,8.26E-05,-3.55E-01,,,,,,,
0.003051643,0.000593477,8.04E-05,3.41E-01,,,,,,,
-0.015913878,9.33042E-05,8.56E-05,-1.72E+00,,,,,,,
-0.002972652,4.05777E-07,8.33E-05,-3.26E-01,,,,,,,
-0.02444842,-0.000740394,9.89E-05,-2.47E+00,,,,,,,
-0.002750611,-0.000801303,9.61E-05,-2.82E-01,,,,,,,
-0.029114312,-0.001659187,1.19E-04,-2.70E+00,,,,,,,
-0.024305556,-0.002345372,1.33E-04,-2.15E+00,,,,,,,
0.018117114,-0.001725359,1.39E-04,1.55E+00,,,,,,,
-0.007308548,-0.00189453,1.36E-04,-6.34E-01,,,,,,,
0.000320102,-0.001827426,1.32E-04,2.82E-02,,,,,,,
0.00896,-0.001500567,1.31E-04,7.90E-01,,,,,,,
-0.035838884,-0.002541018,1.66E-04,-2.84E+00,,,,,,,
0.008223684,-0.002214848,1.63E-04,6.55E-01,,,,,,,
0.0137031,-0.001732534,1.64E-04,1.08E+00,,,,,,,
0.032185388,-0.000704821,1.90E-04,2.34E+00,,,,,,,
-0.02369816,-0.001401519,2.01E-04,-1.68E+00,,,,,,,
0.007026509,-0.00114615,1.97E-04,5.03E-01,,,,,,,
-0.007611798,-0.001342059,1.92E-04,-5.51E-01,,,,,,,
-0.016618728,-0.001804942,1.95E-04,-1.20E+00,,,,,,,
-0.014949626,-0.002203226,1.96E-04,-1.08E+00,,,,,,,
0.022104916,-0.001466689,2.05E-04,1.55E+00,,,,,,,
0.019883796,-0.00081977,2.10E-04,1.37E+00,,,,,,,
-0.000253197,-0.000802602,2.04E-04,-1.78E-02,,,,,,,
0.003039129,-0.000686198,1.98E-04,2.16E-01,,,,,,,
0.011235955,-0.000324957,1.96E-04,8.03E-01,,,,,,,
-0.012484395,-0.000693388,1.95E-04,-8.96E-01,,,,,,,
0.013527181,-0.000262504,1.94E-04,9.70E-01,,,,,,,
-0.014219783,-0.00068541,1.95E-04,-1.02E+00,,,,,,,
-0.025686448,-0.001442941,2.09E-04,-1.79E+00,,,,,,,
0.025194805,-0.000635818,2.22E-04,1.69E+00,,,,,,,
-0.006080568,-0.000800794,2.16E-04,-4.14E-01,,,,,,,
0.013000255,-0.000382622,2.15E-04,8.88E-01,,,,,,,
0,-0.000371028,2.08E-04,0.00E+00,,,,,,,
0.00805234,-0.0001158,2.04E-04,5.64E-01,,,,,,,
-0.008112831,-0.00035811,2.00E-04,-5.74E-01,,,,,,,
-0.00138417,-0.0003892,1.94E-04,-9.95E-02,,,,,,,
-0.016759073,-0.000885207,1.96E-04,-1.20E+00,,,,,,,
-0.012815584,-0.001246698,1.95E-04,-9.21E-01,,,,,,,
0.017006361,-0.00069363,1.98E-04,1.21E+00,,,,,,,
-0.006510084,-0.000869868,1.93E-04,-4.69E-01,,,,,,,
0.001670307,-0.000792901,1.88E-04,1.22E-01,,,,,,,
0.005387378,-0.000605639,1.83E-04,3.99E-01,,,,,,,
-0.010844603,-0.000915879,1.81E-04,-8.08E-01,,,,,,,
0.043338063,0.000425015,2.32E-04,2.84E+00,,,,,,,
0.01322784,0.000812941,2.31E-04,8.72E-01,,,,,,,
-0.010736945,0.000462979,2.27E-04,-7.13E-01,,,,,,,
0.007412432,0.000673548,2.22E-04,4.98E-01,,,,,,,
0,0.000653139,2.15E-04,0.00E+00,,,,,,,
-0.004066042,0.000510148,2.09E-04,-2.81E-01,,,,,,,
0.007546703,0.000723356,2.05E-04,5.28E-01,,,,,,,
0.005279961,0.000861421,1.99E-04,3.75E-01,,,,,,,
-0.006717968,0.000631765,1.94E-04,-4.82E-01,,,,,,,
0.020413182,0.001231142,2.01E-04,1.44E+00,,,,,,,
0.00626657,0.001383716,1.96E-04,4.49E-01,,,,,,,
-0.003113772,0.001247442,1.91E-04,-2.26E-01,,,,,,,
0.001681884,0.001260605,1.85E-04,1.24E-01,,,,,,,
0.019668985,0.001818379,1.91E-04,1.44E+00,,,,,,,
-0.006821924,0.001556578,1.87E-04,-5.03E-01,,,,,,,
0.008526765,0.001767775,1.83E-04,6.35E-01,,,,,,,
-0.001526538,0.001667957,1.78E-04,-1.15E-01,,,,,,,
-0.011525344,0.0012682,1.76E-04,-8.72E-01,,,,,,,
0.007495538,0.001456888,1.73E-04,5.74E-01,,,,,,,
-0.010982522,0.001079974,1.71E-04,-8.42E-01,,,,,,,
-0.01158209,0.000696314,1.70E-04,-8.89E-01,,,,,,,
0.003140855,0.000770383,1.65E-04,2.45E-01,,,,,,,
-0.002288054,0.000677713,1.60E-04,-1.81E-01,,,,,,,
-0.036572118,-0.000450957,1.96E-04,-2.61E+00,,,,,,,
0.020796793,0.00019285,2.03E-04,1.46E+00,,,,,,,
0.006995582,0.000398972,1.99E-04,4.97E-01,,,,,,,
-0.006459476,0.000191161,1.94E-04,-4.64E-01,,,,,,,
-0.002085378,0.000122182,1.88E-04,-1.52E-01,,,,,,,
0.016226183,0.000610133,1.90E-04,1.18E+00,,,,,,,
-0.000604814,0.000573321,1.85E-04,-4.46E-02,,,,,,,
-0.009077705,0.000280894,1.81E-04,-6.74E-01,,,,,,,
0.016611701,0.000775718,1.84E-04,1.23E+00,,,,,,,
-0.042532741,-0.000536528,2.34E-04,-2.78E+00,,,,,,,
0.004768478,-0.000375787,2.27E-04,3.16E-01,,,,,,,
-0.012364181,-0.000739035,2.25E-04,-8.25E-01,,,,,,,
0.018715225,-0.000149571,2.29E-04,1.24E+00,,,,,,,
-0.031281033,-0.001092854,2.51E-04,-1.98E+00,,,,,,,
0.002050231,-0.000997619,2.44E-04,1.32E-01,,,,,,,
-0.010997442,-0.001300613,2.40E-04,-7.12E-01,,,,,,,
-0.010343936,-0.001574626,2.36E-04,-6.77E-01,,,,,,,
0.031486804,-0.000572865,2.59E-04,1.96E+00,,,,,,,
-0.005066498,-0.000709022,2.52E-04,-3.19E-01,,,,,,,
-0.015658816,-0.001162001,2.52E-04,-9.89E-01,,,,,,,
-0.008406622,-0.001381513,2.46E-04,-5.38E-01,,,,,,,
-0.020999087,-0.001975925,2.52E-04,-1.33E+00,,,,,,,
0.004662936,-0.001774768,2.45E-04,3.00E-01,,,,,,,
-0.02002387,-0.002327715,2.50E-04,-1.28E+00,,,,,,,
0,-0.002257186,2.42E-04,0.00E+00,,,,,,,
0.02165088,-0.001532771,2.49E-04,1.38E+00,,,,,,,
-0.028476821,-0.002349176,2.66E-04,-1.76E+00,,,,,,,
0.013769598,-0.001860777,2.64E-04,8.53E-01,,,,,,,
0.037654653,-0.00066346,2.99E-04,2.18E+00,,,,,,,
-0.007905651,-0.000882898,2.92E-04,-4.63E-01,,,,,,,
0.005094709,-0.000701776,2.84E-04,3.03E-01,,,,,,,
-0.011827398,-0.001038883,2.79E-04,-7.09E-01,,,,,,,
-0.009075365,-0.001282388,2.73E-04,-5.51E-01,,,,,,,
0.018582426,-0.000680484,2.76E-04,1.12E+00,,,,,,,
0.023846755,6.2691E-05,2.84E-04,1.41E+00,,,,,,,
0.001654576,0.000110925,2.76E-04,9.96E-02,,,,,,,
0.009656925,0.000400169,2.70E-04,5.88E-01,,,,,,,
-0.03649635,-0.000717796,3.03E-04,-2.10E+00,,,,,,,
0.008881923,-0.000426924,2.96E-04,5.17E-01,,,,,,,
-0.006991196,-0.000625822,2.88E-04,-4.12E-01,,,,,,,
-0.01916558,-0.001187576,2.91E-04,-1.13E+00,,,,,,,
-0.014754752,-0.001598662,2.88E-04,-8.73E-01,,,,,,,
0.017808958,-0.001010611,2.89E-04,1.05E+00,,,,,,,
0.005965005,-0.00079925,2.82E-04,3.56E-01,,,,,,,
0.016734748,-0.00026797,2.82E-04,9.97E-01,,,,,,,
0,-0.00025985,2.73E-04,0.00E+00,,,,,,,
0.006818182,-4.53857E-05,2.66E-04,4.18E-01,,,,,,,
0.005016303,0.000107983,2.59E-04,3.12E-01,,,,,,,
-0.026204143,-0.000689274,2.72E-04,-1.59E+00,,,,,,,
-0.009097899,-0.000944055,2.66E-04,-5.59E-01,,,,,,,
-0.001422475,-0.000958551,2.58E-04,-8.87E-02,,,,,,,
-0.017741518,-0.001467075,2.60E-04,-1.11E+00,,,,,,,
-0.010151615,-0.001730217,2.55E-04,-6.39E-01,,,,,,,
-0.031433138,-0.002630215,2.77E-04,-1.91E+00,,,,,,,
-0.000550055,-0.002567186,2.69E-04,-3.40E-02,,,,,,,
-0.028481013,-0.003352375,2.85E-04,-1.72E+00,,,,,,,
0.009488741,-0.00296329,2.79E-04,5.77E-01,,,,,,,
0.012205387,-0.002503679,2.75E-04,7.44E-01,,,,,,,
-0.018572419,-0.002990561,2.78E-04,-1.13E+00,,,,,,,
0.006496258,-0.002703111,2.70E-04,4.00E-01,,,,,,,
-0.01599551,-0.003105871,2.70E-04,-9.91E-01,,,,,,,
-0.000712962,-0.003033365,2.62E-04,-4.49E-02,,,,,,,
-0.023972603,-0.003667824,2.71E-04,-1.49E+00,,,,,,,
-0.013888889,-0.003977523,2.69E-04,-8.73E-01,,,,,,,
-0.044329133,-0.005200176,3.20E-04,-2.59E+00,,,,,,,
0.041731306,-0.003778152,3.63E-04,2.23E+00,,,,,,,
0.034400596,-0.002621336,3.88E-04,1.76E+00,,,,,,,
-0.002159516,-0.002607343,3.77E-04,-1.12E-01,,,,,,,
-0.006204011,-0.002716322,3.66E-04,-3.27E-01,,,,,,,
0.021777003,-0.001974174,3.70E-04,1.14E+00,,,,,,,
0.004120489,-0.001789506,3.59E-04,2.18E-01,,,,,,,
-0.020800906,-0.002365552,3.61E-04,-1.10E+00,,,,,,,
0.033236994,-0.001286794,3.84E-04,1.70E+00,,,,,,,
0.023636364,-0.000531623,3.89E-04,1.20E+00,,,,,,,
-0.014072961,-0.000941925,3.83E-04,-7.20E-01,,,,,,,
-0.020509978,-0.001534837,3.84E-04,-1.05E+00,,,,,,,
-0.014148274,-0.001917024,3.79E-04,-7.31E-01,,,,,,,
0.013633754,-0.001445836,3.73E-04,7.08E-01,,,,,,,
-0.010477134,-0.001719484,3.65E-04,-5.51E-01,,,,,,,
0.000572328,-0.001650042,3.54E-04,3.05E-02,,,,,,,
0.011440011,-0.001253414,3.47E-04,6.15E-01,,,,,,,
0.01922805,-0.000632825,3.48E-04,1.03E+00,,,,,,,
-0.021084755,-0.001252519,3.51E-04,-1.13E+00,,,,,,,
-0.006234944,-0.001403486,3.41E-04,-3.38E-01,,,,,,,
0,-0.001360961,3.31E-04,0.00E+00,,,,,,,
0.007272209,-0.001099376,3.23E-04,4.06E-01,,,,,,,
0.007502831,-0.000838729,3.14E-04,4.24E-01,,,,,,,
-0.019811718,-0.00141361,3.17E-04,-1.12E+00,,,,,,,
-0.003870413,-0.001488051,3.08E-04,-2.21E-01,,,,,,,
0.022593179,-0.00075839,3.14E-04,1.28E+00,,,,,,,
0.008725021,-0.000471043,3.07E-04,4.98E-01,,,,,,,
-0.000558036,-0.000473679,2.97E-04,-3.24E-02,,,,,,,
-0.0180067,-0.001004929,2.98E-04,-1.04E+00,,,,,,,
-0.023738451,-0.001693755,3.06E-04,-1.36E+00,,,,,,,
-0.004222481,-0.001770375,2.97E-04,-2.46E-01,,,,,,,
-0.005848808,-0.001893952,2.89E-04,-3.46E-01,,,,,,,
0.008824827,-0.001569173,2.83E-04,5.27E-01,,,,,,,
-0.034553142,-0.002568587,3.11E-04,-1.98E+00,,,,,,,
-0.002416188,-0.002563969,3.01E-04,-1.41E-01,,,,,,,
-0.020435967,-0.003105491,3.05E-04,-1.19E+00,,,,,,,
0.042033689,-0.001737774,3.49E-04,2.26E+00,,,,,,,
-0.010232834,-0.001995174,3.42E-04,-5.57E-01,,,,,,,
0.016931375,-0.0014217,3.40E-04,9.21E-01,,,,,,,
-0.021069692,-0.002017034,3.43E-04,-1.14E+00,,,,,,,
-0.018061409,-0.002503178,3.43E-04,-9.85E-01,,,,,,,
0.046137339,-0.001029371,3.97E-04,2.32E+00,,,,,,,
-0.026520147,-0.001801741,4.06E-04,-1.32E+00,,,,,,,
0.018242123,-0.001194412,4.04E-04,9.09E-01,,,,,,,
0.038495706,8.19843E-06,4.37E-04,1.84E+00,,,,,,,
0.003992016,0.000128908,4.24E-04,1.94E-01,,,,,,,
-0.008378302,-0.00012886,4.13E-04,-4.12E-01,,,,,,,
-0.008019476,-0.000367946,4.03E-04,-4.00E-01,,,,,,,
-0.012415187,-0.000732977,3.95E-04,-6.25E-01,,,,,,,
0.00862447,-0.000449447,3.85E-04,4.39E-01,,,,,,,
0.028550725,0.000429258,3.98E-04,1.43E+00,,,,,,,
0.003522615,0.000522987,3.87E-04,1.79E-01,,,,,,,
0.00435271,0.000639028,3.76E-04,2.25E-01,,,,,,,
-0.001957221,0.000560361,3.64E-04,-1.03E-01,,,,,,,
-0.003501891,0.000437275,3.54E-04,-1.86E-01,,,,,,,
0.003233062,0.000521988,3.43E-04,1.75E-01,,,,,,,
-0.018635281,-5.84777E-05,3.43E-04,-1.01E+00,,,,,,,
0.01027984,0.000254773,3.36E-04,5.61E-01,,,,,,,
-0.027133974,-0.000575106,3.48E-04,-1.45E+00,,,,,,,
-0.00232423,-0.000628104,3.38E-04,-1.27E-01,,,,,,,
0.007425743,-0.000384073,3.29E-04,4.09E-01,,,,,,,
0.031796502,0.000590999,3.50E-04,1.70E+00,,,,,,,
-0.005603026,0.00040332,3.40E-04,-3.04E-01,,,,,,,
0.010987463,0.000724019,3.34E-04,6.02E-01,,,,,,,
-0.001254006,0.000664085,3.24E-04,-6.98E-02,,,,,,,
-0.014508929,0.000204343,3.20E-04,-8.11E-01,,,,,,,
-0.00099094,0.000168126,3.10E-04,-5.62E-02,,,,,,,
0.010769449,0.000489346,3.05E-04,6.17E-01,,,,,,,
0.009673349,0.000767621,2.98E-04,5.61E-01,,,,,,,
0.007636768,0.000975756,2.91E-04,4.48E-01,,,,,,,
-0.008681273,0.000683148,2.84E-04,-5.15E-01,,,,,,,
-0.00264109,0.000582424,2.76E-04,-1.59E-01,,,,,,,
0.016585366,0.001067313,2.76E-04,1.00E+00,,,,,,,
-0.002467782,0.0009602,2.68E-04,-1.51E-01,,,,,,,
-0.005085212,0.000777024,2.60E-04,-3.15E-01,,,,,,,
0.008426578,0.001008805,2.55E-04,5.29E-01,,,,,,,
-0.016712329,0.000471855,2.55E-04,-1.05E+00,,,,,,,
-0.002646977,0.000377354,2.48E-04,-1.68E-01,,,,,,,
0.004469898,0.000501358,2.41E-04,2.88E-01,,,,,,,
0.018773467,0.001055003,2.44E-04,1.20E+00,,,,,,,
0.005733006,0.001196747,2.38E-04,3.73E-01,,,,,,,
-0.002171553,0.001094687,2.31E-04,-1.43E-01,,,,,,,
0.010337323,0.001374739,2.27E-04,6.89E-01,,,,,,,
-0.002557889,0.00125558,2.20E-04,-1.73E-01,,,,,,,
0,0.001217536,2.14E-04,0.00E+00,,,,,,,
-0.003509246,0.001074315,2.08E-04,-2.44E-01,,,,,,,
-0.01205472,0.000676505,2.06E-04,-8.41E-01,,,,,,,
0.003564574,0.000764014,2.00E-04,2.52E-01,,,,,,,
-0.01215847,0.000372462,1.98E-04,-8.64E-01,,,,,,,
0,0.000361177,1.92E-04,0.00E+00,,,,,,,
0.014659107,0.000794404,1.93E-04,1.06E+00,,,,,,,
0.006542183,0.000968562,1.88E-04,4.78E-01,,,,,,,
0.008666215,0.001201801,1.85E-04,6.40E-01,,,,,,,
0.005101356,0.001319957,1.80E-04,3.82E-01,,,,,,,
-0.010284493,0.000968342,1.78E-04,-7.73E-01,,,,,,,
-0.002294197,0.000869487,1.73E-04,-1.75E-01,,,,,,,
0.004869471,0.000990687,1.68E-04,3.77E-01,,,,,,,
0.02880603,0.001833492,1.88E-04,2.12E+00,,,,,,,
-0.031924637,0.00081062,2.13E-04,-2.19E+00,,,,,,,
-0.004865522,0.000638633,2.08E-04,-3.38E-01,,,,,,,
-0.008284667,0.000368257,2.03E-04,-5.81E-01,,,,,,,
-0.016570803,-0.000144996,2.06E-04,-1.16E+00,,,,,,,
0.005152486,1.55176E-05,2.00E-04,3.64E-01,,,,,,,
0.016902189,0.000527184,2.03E-04,1.19E+00,,,,,,,
0.00640327,0.000705229,1.98E-04,4.56E-01,,,,,,,
-0.001218357,0.000646944,1.92E-04,-8.80E-02,,,,,,,
-0.008267823,0.000376827,1.88E-04,-6.03E-01,,,,,,,
0.007926746,0.00060559,1.84E-04,5.84E-01,,,,,,,
-0.004216949,0.000459467,1.79E-04,-3.15E-01,,,,,,,
-0.011850627,8.64708E-05,1.78E-04,-8.88E-01,,,,,,,
-0.014642309,-0.000359811,1.79E-04,-1.09E+00,,,,,,,
0.010897254,-1.87222E-05,1.77E-04,8.18E-01,,,,,,,
-0.024779504,-0.000768974,1.91E-04,-1.80E+00,,,,,,,
0.003301751,-0.000645631,1.85E-04,2.43E-01,,,,,,,
-0.010301903,-0.000938216,1.83E-04,-7.64E-01,,,,,,,
-0.002313142,-0.000979876,1.77E-04,-1.74E-01,,,,,,,
-0.02927112,-0.001837101,1.98E-04,-2.10E+00,,,,,,,
-0.008807285,-0.002048297,1.94E-04,-6.39E-01,,,,,,,
0,-0.001986234,1.88E-04,0.00E+00,,,,,,,
-0.010843373,-0.002254605,1.86E-04,-8.05E-01,,,,,,,
0.039738124,-0.000982226,2.29E-04,2.63E+00,,,,,,,
-0.027676087,-0.00179105,2.45E-04,-1.78E+00,,,,,,,
0.010542169,-0.001417353,2.41E-04,6.82E-01,,,,,,,
0.003874814,-0.001257,2.34E-04,2.54E-01,,,,,,,
-0.016330166,-0.001713717,2.35E-04,-1.07E+00,,,,,,,
-0.004527618,-0.001798979,2.28E-04,-3.02E-01,,,,,,,
0.038204973,-0.000586859,2.66E-04,2.35E+00,,,,,,,
0.011390187,-0.000223954,2.62E-04,7.04E-01,,,,,,,
-0.002743286,-0.00030029,2.54E-04,-1.72E-01,,,,,,,
0.012595917,9.04649E-05,2.51E-04,7.95E-01,,,,,,,
0.025307406,0.000854538,2.63E-04,1.56E+00,,,,,,,
0.005717473,0.001001885,2.56E-04,3.58E-01,,,,,,,
-0.02260122,0.000286711,2.64E-04,-1.39E+00,,,,,,,
0.004965243,0.000428471,2.56E-04,3.10E-01,,,,,,,
-0.016233766,-7.63952E-05,2.57E-04,-1.01E+00,,,,,,,
0.023963266,0.000652007,2.66E-04,1.47E+00,,,,,,,
0.00588565,0.000810586,2.59E-04,3.66E-01,,,,,,,
-0.003204235,0.000688937,2.52E-04,-2.02E-01,,,,,,,
0.002375961,0.000740054,2.44E-04,1.52E-01,,,,,,,
-0.018404908,0.000159961,2.47E-04,-1.17E+00,,,,,,,
0.024147727,0.000886791,2.57E-04,1.51E+00,,,,,,,
0.005825243,0.001036426,2.50E-04,3.69E-01,,,,,,,
-0.013237728,0.000603919,2.48E-04,-8.41E-01,,,,,,,
0.02235886,0.001263094,2.56E-04,1.40E+00,,,,,,,
